image_path,label
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001090.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001336.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000379.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003318.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002256.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001266.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002682.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002653.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003176.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002975.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003391.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001795.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003352.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000300.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000807.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002548.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003294.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002486.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000987.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003775.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003505.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000024.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001636.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003196.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003785.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001304.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001263.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000412.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000674.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001598.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003518.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000252.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000863.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003954.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000873.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000091.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001397.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002288.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001910.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002067.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002667.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001986.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002475.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002680.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000123.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003165.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000640.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004106.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002397.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003462.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002801.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002762.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002355.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002963.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002999.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000872.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001997.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000717.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002675.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001153.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001873.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000088.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003402.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003385.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000279.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000986.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001480.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000046.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000429.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003661.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002993.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000739.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001989.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003471.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001927.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003338.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001504.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003082.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001789.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001753.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003140.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000282.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001786.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003461.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001963.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000706.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003120.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002253.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003594.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003834.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0004209.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000238.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000664.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001920.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001443.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003961.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003464.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002572.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000997.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0004009.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0001382.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003456.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003049.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004173.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000848.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001332.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004227.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000723.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003747.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001005.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003711.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002984.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003608.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003971.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001328.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001883.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000129.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002013.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003296.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000507.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003444.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000972.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002383.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000310.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003242.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000764.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002529.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001565.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002477.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003380.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002732.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002102.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000362.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002912.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002258.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001615.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002837.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002742.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004073.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002535.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001429.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000549.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003534.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003100.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003317.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001643.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002455.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0004207.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001708.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003468.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001857.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000414.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002212.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002624.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002923.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003853.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002692.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003688.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003051.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0000454.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003401.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002948.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004109.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003741.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002958.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000402.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003365.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000165.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000447.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0001367.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002467.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002358.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000398.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000269.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001540.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002145.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000560.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003499.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001663.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003182.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000236.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000073.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000302.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003508.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003796.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001831.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001538.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001678.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000947.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004371.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003718.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0003233.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000790.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002020.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002794.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002368.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001908.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000027.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000328.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001990.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003841.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000161.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003486.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003692.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001419.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002702.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000676.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001177.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003540.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002715.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003329.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0004151.jpg,1
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000166.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000797.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0002683.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003115.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001757.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003148.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0004310.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000064.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001579.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003067.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001784.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003888.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000198.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0000918.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003350.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0001940.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Non_fractured\IMG0003530.jpg,0
C:\Users\ASUS\Desktop\dersler\Derinogrenme_proje5\FracAtlas\images\Fractured\IMG0002505.jpg,1
